2023-01-29 09:24:08,592: INFO _welcome-362 Bot: felaksera_bot [@felaksera_bot]
2023-01-29 09:24:08,593: INFO start_polling-358 Start polling.
2023-01-29 09:27:59,889: INFO stop_polling-433 Stop polling...
2023-01-29 09:27:59,894: WARNING start_polling-329 Goodbye!
